"dt"#"longitude"#"latitude"#"speed"#"boat"
"2024-02-04 15:21:36"#"8.58452"#"47.2954"#"9.26"#"Lis_test_B"
"2024-02-04 15:21:53"#"8.58397"#"47.2953"#"8.7"#"Lis_test_B"
"2024-02-04 15:22:10"#"8.58349"#"47.295"#"9.26"#"Lis_test_B"
"2024-02-11 11:07:52"#"8.5707"#"47.2943"#"3.15"#"Lis_test_B"
"2024-02-11 12:16:53"#"8.57834"#"47.2943"#"1.48"#"Lis_test_B"
"2024-02-11 12:17:09"#"8.57831"#"47.2943"#"0"#"Lis_test_B"
"2024-02-11 12:17:25"#"8.57829"#"47.2944"#"0.93"#"Lis_test_B"
"2024-03-03 09:59:11"#"8.57839"#"47.2929"#"7.59"#"Lis_test_B"
"2024-03-03 09:59:26"#"8.57874"#"47.2928"#"6.48"#"Lis_test_B"
"2024-03-03 09:59:41"#"8.57902"#"47.2926"#"6.11"#"Lis_test_B"
"2024-03-03 09:59:57"#"8.57931"#"47.2925"#"6.48"#"Lis_test_B"
"2024-03-03 10:00:12"#"8.57958"#"47.2923"#"6.11"#"Lis_test_B"
"2024-03-03 10:00:28"#"8.57985"#"47.2922"#"6.67"#"Lis_test_B"
"2024-03-03 10:00:43"#"8.58014"#"47.292"#"5.74"#"Lis_test_B"
"2024-03-03 10:00:59"#"8.58039"#"47.2919"#"5.93"#"Lis_test_B"
"2024-03-03 10:01:15"#"8.5806"#"47.2917"#"4.44"#"Lis_test_B"
"2024-03-03 10:01:31"#"8.58078"#"47.2916"#"5.56"#"Lis_test_B"
"2024-03-03 10:01:46"#"8.58117"#"47.2915"#"7.96"#"Lis_test_B"
"2024-03-03 10:02:02"#"8.58159"#"47.2914"#"8.52"#"Lis_test_B"
"2024-03-03 10:02:18"#"8.58205"#"47.2913"#"8.15"#"Lis_test_B"
"2024-03-03 10:02:34"#"8.58242"#"47.2911"#"6.67"#"Lis_test_B"
"2024-03-03 10:02:50"#"8.58278"#"47.291"#"7.78"#"Lis_test_B"
"2024-03-03 10:03:07"#"8.58315"#"47.2908"#"7.22"#"Lis_test_B"
"2024-03-03 10:03:22"#"8.58353"#"47.2906"#"7.96"#"Lis_test_B"
"2024-03-03 10:03:38"#"8.5839"#"47.2905"#"7.41"#"Lis_test_B"
"2024-03-03 10:03:53"#"8.58427"#"47.2903"#"7.96"#"Lis_test_B"
"2024-03-03 10:04:09"#"8.58473"#"47.2902"#"9.82"#"Lis_test_B"
"2024-03-03 10:04:25"#"8.58514"#"47.2902"#"8.15"#"Lis_test_B"
"2024-03-03 10:04:42"#"8.58556"#"47.29"#"6.85"#"Lis_test_B"
"2024-03-03 10:04:57"#"8.58596"#"47.2899"#"7.22"#"Lis_test_B"
"2024-03-03 10:05:13"#"8.5863"#"47.2897"#"6.48"#"Lis_test_B"
"2024-03-03 10:05:29"#"8.58662"#"47.2897"#"5.74"#"Lis_test_B"
"2024-03-03 10:05:44"#"8.58696"#"47.2896"#"6.48"#"Lis_test_B"
"2024-03-03 10:06:00"#"8.58727"#"47.2895"#"5.93"#"Lis_test_B"
"2024-03-03 10:06:17"#"8.58759"#"47.2894"#"6.11"#"Lis_test_B"
"2024-03-03 10:06:32"#"8.58794"#"47.2893"#"5.56"#"Lis_test_B"
"2024-03-03 10:06:48"#"8.58823"#"47.2893"#"5.74"#"Lis_test_B"
"2024-03-03 10:07:03"#"8.58853"#"47.2892"#"5.93"#"Lis_test_B"
"2024-03-03 10:07:19"#"8.58885"#"47.2892"#"4.63"#"Lis_test_B"
"2024-03-03 10:07:34"#"8.58908"#"47.2891"#"4.07"#"Lis_test_B"
"2024-03-03 10:07:50"#"8.58928"#"47.289"#"4.44"#"Lis_test_B"
"2024-03-03 10:08:05"#"8.58952"#"47.2889"#"5.93"#"Lis_test_B"
"2024-03-03 10:08:21"#"8.58984"#"47.2888"#"5.74"#"Lis_test_B"
"2024-03-03 10:08:37"#"8.59021"#"47.2887"#"7.04"#"Lis_test_B"
"2024-03-03 10:08:54"#"8.59058"#"47.2887"#"7.22"#"Lis_test_B"
"2024-03-03 10:09:11"#"8.59093"#"47.2885"#"7.22"#"Lis_test_B"
"2024-03-03 10:09:26"#"8.59125"#"47.2884"#"5.74"#"Lis_test_B"
"2024-03-03 10:09:42"#"8.59153"#"47.2883"#"5.93"#"Lis_test_B"
"2024-03-03 10:09:57"#"8.59181"#"47.2882"#"5.19"#"Lis_test_B"
"2024-03-03 10:10:13"#"8.5921"#"47.2882"#"5.56"#"Lis_test_B"
"2024-03-03 10:10:29"#"8.59241"#"47.2881"#"5.56"#"Lis_test_B"
"2024-03-03 10:10:44"#"8.59259"#"47.288"#"3.7"#"Lis_test_B"
"2024-03-03 10:11:00"#"8.59287"#"47.288"#"5.19"#"Lis_test_B"
"2024-03-03 10:11:17"#"8.5932"#"47.2881"#"5.19"#"Lis_test_B"
